repo,module,language,snapshot_date,class_fqn,loc,cyclomatic_complexity,wmc,dit,noc,cbo,rfc,lcom,fan_in,fan_out,code_smells,num_commits_30d,added_loc_30d,deleted_loc_30d,num_authors_30d,days_since_last_change,bugfix_commits_90d,issues_90d,line_coverage_pct,branch_coverage_pct,mutation_score_pct,tests_failed_30d,flaky_rate,defect_next_30d,defect_count_next_30d,defect_probability_latent
repo_gamma,core,Java,2024-12-21,com.ocp.core.Class0044,639,7.86,8.48,5,1,0.0,1.0,4.31,1,3,0,3,15,7,3,65,0,0,,45.1,56.05,1,0.0945,0,0,0.02279
repo_alpha,utils,Kotlin,2025-10-16,com.ocp.platform.utils.Class0046,135,4.33,3.19,6,4,0.78,8.31,1.51,2,2,1,1,4,6,0,58,0,0,60.22,,58.2,1,0.004,0,0,0.00252
repo_alpha,integration,Java,2024-08-18,com.ocp.transport.integration.Class0195,483,9.29,8.86,6,1,0.0,17.51,4.78,1,2,1,2,27,19,1,45,0,0,93.97,88.34,83.31,0,0.0492,0,0,0.01939
repo_beta,utils,Java,2025-06-13,com.ocp.utils.Class0168,315,6.78,2.31,4,1,0.95,2.06,3.19,1,3,2,5,15,9,0,28,1,2,62.27,53.6,68.45,1,0.0202,0,0,0.01499
repo_gamma,core,Java,2024-09-05,com.ocp.core.Class0004,133,4.55,5.3,1,0,0.0,16.05,0.0,0,0,1,3,10,9,0,0,0,0,69.12,62.91,,3,0.0383,0,0,0.00385
repo_alpha,utils,Kotlin,2024-10-08,com.ocp.platform.utils.Class0046,144,1.72,1.0,5,1,0.72,1.0,3.27,0,0,0,0,2,1,0,138,0,1,63.95,61.19,34.4,1,0.0483,0,0,0.00636
repo_gamma,service,Java,2025-08-20,com.ocp.platform.service.Class0068,160,6.13,6.01,2,1,3.6,3.7,2.46,0,3,0,11,12,11,0,0,2,2,84.09,54.55,55.59,1,0.0079,0,0,0.01479
repo_alpha,utils,Kotlin,2025-08-02,com.ocp.platform.utils.Class0046,112,4.93,2.98,5,2,2.37,3.26,2.98,0,0,1,4,6,2,0,104,1,0,62.7,46.16,,0,0.0155,0,0,0.04642
repo_gamma,api,Java,2024-08-12,com.ocp.transport.api.Class0017,85,4.25,8.17,5,1,0.0,28.77,2.49,1,1,3,1,2,4,0,70,1,3,58.35,42.04,52.08,0,0.0949,0,0,0.01788
repo_alpha,core,Java,2025-07-03,com.ocp.core.Class0066,65,5.13,5.87,4,0,0.0,15.58,3.43,2,0,0,4,5,4,0,81,0,0,52.61,57.81,43.86,2,0.0985,0,0,0.02253
repo_gamma,core,Java,2025-01-12,com.ocp.core.Class0060,360,4.97,4.3,5,1,1.9,2.72,2.82,0,0,0,1,22,20,0,136,0,1,82.21,59.23,80.82,0,0.0016,0,0,0.00367
repo_gamma,api,Java,2025-08-13,com.ocp.transport.api.Class0112,63,1.0,5.39,1,1,0.0,17.5,0.0,1,3,2,1,1,3,0,72,0,0,66.77,57.2,34.76,1,,0,0,0.00537
repo_gamma,api,Java,2025-01-23,com.ocp.quality.api.Class0155,815,13.67,17.98,4,0,0.04,18.0,3.73,1,1,0,2,25,28,0,124,0,0,76.65,72.29,68.2,0,0.1053,0,0,0.00579
repo_beta,core,Java,2025-03-22,com.ocp.core.Class0156,210,6.39,7.0,1,0,0.63,10.39,2.54,0,0,1,2,5,8,2,129,0,2,61.17,,45.09,0,0.0244,0,0,0.01652
repo_gamma,core,Java,2024-02-08,com.ocp.quality.core.Class0160,204,5.06,8.78,5,1,0.0,27.85,0.0,0,1,3,6,16,12,1,90,2,4,71.61,54.45,,1,0.0501,0,0,0.00726
repo_alpha,utils,Java,2024-07-08,com.ocp.transport.utils.Class0122,110,4.94,7.35,6,1,0.0,1.0,0.41,1,0,0,1,2,0,0,67,0,0,60.13,60.25,52.76,4,0.0999,0,0,0.00856
repo_beta,utils,Java,2025-10-09,com.ocp.platform.utils.Class0115,163,8.01,12.48,3,0,0.0,24.73,4.95,1,1,2,2,5,3,0,125,1,0,78.99,72.43,74.58,0,0.0782,0,0,0.005
repo_beta,core,Kotlin,2024-07-17,com.ocp.transport.core.Class0005,235,7.18,6.79,3,1,0.0,17.4,2.59,1,0,0,4,8,4,0,145,0,0,77.89,71.41,66.64,0,0.0215,0,2,0.03617
repo_beta,service,Java,2024-02-08,com.ocp.transport.service.Class0141,134,4.28,2.51,1,0,0.0,11.91,1.45,1,1,0,1,3,1,0,66,0,0,,57.5,65.42,1,0.0205,0,0,0.01376
repo_gamma,core,Java,2025-02-08,com.ocp.core.Class0107,81,6.75,8.25,3,1,1.55,7.77,0.0,0,0,0,4,5,0,0,0,1,0,78.98,60.5,68.14,0,0.1011,0,0,0.00736
repo_alpha,utils,Java,2025-03-18,com.ocp.transport.utils.Class0134,302,5.79,2.3,3,1,0.0,1.0,0.0,0,2,3,3,10,9,0,33,1,2,75.86,69.83,61.29,0,0.183,0,0,0.02138
repo_beta,service,Java,2025-02-08,com.ocp.platform.service.Class0020,302,8.71,5.84,5,3,0.47,1.0,0.24,0,3,2,1,5,3,0,101,0,1,73.36,44.0,52.65,2,0.0821,0,0,0.0318
repo_beta,data,Java,2025-04-16,com.ocp.quality.data.Class0103,113,1.0,1.0,2,0,2.5,8.59,0.0,1,1,0,1,4,8,0,120,0,0,66.85,41.67,46.85,0,0.0321,0,0,0.00622
repo_alpha,integration,Java,2025-10-11,com.ocp.integration.Class0006,218,3.64,12.32,5,1,0.0,5.81,5.61,2,1,2,2,8,6,0,0,0,0,71.58,64.71,,2,0.0124,0,0,0.00383
repo_alpha,api,Java,2024-06-13,com.ocp.api.Class0170,81,1.0,1.0,5,2,1.15,18.63,1.92,1,2,1,2,5,3,1,30,1,0,,,55.62,2,0.0415,0,0,0.00557
repo_gamma,utils,Java,2025-05-12,com.ocp.quality.utils.Class0208,496,7.12,4.3,2,0,0.41,14.01,7.43,0,0,3,9,49,41,1,79,0,0,55.47,49.93,,2,0.012,0,0,0.0317
repo_alpha,core,Java,2024-09-23,com.ocp.core.Class0131,50,1.0,1.0,3,0,0.0,10.2,0.96,1,2,0,4,1,3,0,59,0,1,88.23,81.06,80.34,0,0.1014,0,0,0.00847
repo_beta,data,Java,2025-07-26,com.ocp.transport.data.Class0144,644,10.08,7.68,3,0,0.0,18.79,4.07,4,2,1,7,53,50,1,64,0,0,63.12,,42.6,1,0.1505,0,0,0.01539
repo_beta,integration,Java,2025-04-02,com.ocp.integration.Class0139,266,3.8,1.0,4,0,2.75,3.77,0.11,3,2,1,7,26,22,1,136,0,0,69.99,63.45,,4,0.1809,0,0,0.0144
repo_alpha,utils,Java,2024-01-30,com.ocp.platform.utils.Class0113,30,5.38,3.91,1,1,2.71,1.0,1.15,0,1,0,9,4,2,2,15,3,2,70.63,63.06,65.32,0,0.0995,0,0,0.0228
repo_alpha,service,Java,2025-08-28,com.ocp.quality.service.Class0159,211,6.52,10.34,3,0,0.44,1.0,3.26,2,3,0,7,15,21,1,130,2,5,71.24,60.81,69.72,2,0.1547,0,0,0.01719
repo_alpha,integration,Java,2024-03-07,com.ocp.transport.integration.Class0195,460,5.73,4.94,5,1,0.0,6.92,1.54,1,1,2,5,18,18,3,118,0,0,67.21,52.65,76.51,1,0.0071,0,0,0.0149
repo_gamma,core,Java,2025-08-02,com.ocp.platform.core.Class0183,82,2.1,1.0,6,1,0.71,1.0,2.29,2,1,0,10,10,10,2,60,0,0,73.7,60.66,,1,0.127,0,0,0.0012
repo_gamma,core,Java,2024-04-19,com.ocp.transport.core.Class0207,86,4.33,1.54,4,0,1.44,1.0,0.0,0,0,1,5,9,5,0,147,3,1,63.95,60.57,43.85,0,0.1326,0,0,0.01342
repo_beta,service,Java,2025-04-16,com.ocp.service.Class0016,184,6.36,6.07,4,0,2.61,1.0,0.0,2,2,2,4,10,6,0,86,0,0,,72.29,56.01,0,0.016,0,0,0.03547
repo_alpha,integration,Java,2025-09-04,com.ocp.integration.Class0006,198,1.0,6.72,5,1,0.0,8.06,3.07,0,1,2,2,5,5,1,105,2,5,84.96,70.63,75.86,0,0.1359,0,0,0.00913
repo_alpha,service,Java,2024-04-12,com.ocp.quality.service.Class0042,164,6.12,5.48,6,2,0.58,3.66,0.0,0,0,0,2,8,6,0,119,0,0,52.02,51.19,23.47,1,0.2167,0,0,0.02146
repo_beta,service,Java,2025-07-15,com.ocp.service.Class0016,159,7.29,2.92,1,0,2.57,10.03,0.0,2,0,0,11,6,13,1,52,0,1,59.97,43.89,67.4,2,0.0826,0,0,0.03945
repo_alpha,core,Java,2024-12-05,com.ocp.core.Class0045,164,5.09,2.67,5,1,0.0,1.0,1.35,2,0,1,2,7,3,0,150,0,0,63.25,62.15,61.21,1,0.0466,0,0,0.01299
repo_gamma,api,Java,2024-06-14,com.ocp.quality.api.Class0075,1287,9.68,6.41,6,1,0.0,1.0,11.12,0,2,3,1,35,28,0,93,0,1,55.13,,53.51,1,0.146,1,0,0.01482
repo_gamma,core,Java,2025-09-02,com.ocp.platform.core.Class0183,75,3.05,1.0,6,1,2.96,1.0,0.14,2,1,0,14,10,13,1,98,1,0,61.95,51.71,43.29,0,0.0897,0,0,0.00838
repo_gamma,utils,Java,2024-01-29,com.ocp.transport.utils.Class0212,114,3.12,1.66,3,0,1.48,8.12,1.06,0,0,1,3,6,8,2,72,2,1,71.82,,50.4,2,0.0071,0,0,0.01496
repo_gamma,utils,Java,2024-10-26,com.ocp.transport.utils.Class0102,681,6.92,4.18,4,0,2.77,15.46,3.15,1,3,1,0,12,14,0,47,0,0,73.17,67.1,84.44,1,0.0279,1,0,0.01001
repo_beta,data,Java,2024-09-10,com.ocp.transport.data.Class0155,207,1.6,9.68,3,1,3.62,24.27,0.16,0,2,1,3,12,8,0,101,0,2,79.01,63.51,75.69,0,0.0056,0,0,0.00635
repo_beta,core,Java,2025-06-05,com.ocp.platform.core.Class0036,889,9.9,10.07,3,0,0.94,12.12,6.55,0,1,3,2,15,9,0,87,0,0,81.85,77.48,62.29,0,0.0121,0,0,0.00807
repo_alpha,core,Java,2025-04-08,com.ocp.platform.core.Class0098,540,9.8,14.03,5,1,0.0,17.56,3.23,3,2,0,4,65,41,0,89,0,2,63.09,48.07,40.31,0,0.0571,0,0,0.08779
repo_gamma,core,Java,2025-11-14,com.ocp.transport.core.Class0186,432,8.28,8.98,2,0,0.0,1.0,2.01,0,0,0,4,30,28,0,156,0,1,73.37,61.91,48.47,0,0.0466,0,0,0.01223
repo_alpha,utils,Java,2024-11-10,com.ocp.utils.Class0078,86,1.94,1.0,3,1,2.61,16.11,0.0,2,1,0,6,9,9,2,66,2,0,,65.87,53.67,0,0.0048,0,0,0.0121
repo_alpha,utils,Java,2025-11-22,com.ocp.utils.Class0108,37,1.0,1.0,6,3,2.25,10.3,0.0,0,2,1,4,2,0,1,106,0,0,75.35,69.23,59.82,1,0.0767,0,0,0.00404
repo_alpha,core,Java,2024-04-12,com.ocp.transport.core.Class0171,38,2.46,5.38,1,0,0.82,8.34,1.36,2,1,0,0,0,0,0,20,0,1,74.93,,59.0,0,0.0565,0,0,0.00756
repo_beta,data,Java,2024-06-08,com.ocp.quality.data.Class0056,400,4.63,6.32,5,1,0.0,11.59,1.42,2,0,1,1,18,19,1,162,0,1,63.45,,43.6,3,0.0929,0,0,0.01221
repo_beta,core,Java,2024-03-19,com.ocp.quality.core.Class0100,131,5.06,1.0,1,0,0.62,6.17,2.99,1,0,0,0,6,5,0,167,0,3,62.5,37.36,53.96,1,0.029,0,0,0.02034
repo_beta,integration,Java,2025-06-08,com.ocp.quality.integration.Class0067,154,5.09,1.0,2,0,4.26,15.57,1.4,1,0,1,7,23,23,4,145,0,0,72.73,64.26,59.62,0,0.0726,0,0,0.00955
repo_alpha,integration,Java,2025-07-17,com.ocp.integration.Class0215,127,4.29,1.0,5,1,1.05,1.0,0.0,1,0,1,4,9,5,1,58,0,1,64.36,58.78,33.84,0,0.0044,0,0,0.01687
repo_beta,service,Java,2024-06-27,com.ocp.quality.service.Class0042,642,10.52,7.13,4,0,1.55,1.76,5.78,1,3,2,3,33,15,0,131,0,0,57.35,34.83,44.0,2,0.0066,0,0,0.01794
repo_gamma,service,Java,2024-08-26,com.ocp.service.Class0007,110,9.52,14.11,3,0,0.35,2.24,3.55,3,5,2,0,6,3,0,80,0,0,,63.4,50.19,0,0.0232,0,0,0.01958
repo_alpha,utils,Java,2024-12-24,com.ocp.platform.utils.Class0139,59,4.45,4.65,2,1,0.0,10.56,0.86,0,2,1,1,0,0,0,140,0,2,74.16,49.69,65.59,1,0.0518,0,0,0.00461
repo_gamma,core,Java,2025-06-03,com.ocp.quality.core.Class0216,87,2.87,8.65,4,0,2.1,12.97,3.8,0,0,1,5,6,3,2,99,1,1,58.11,59.78,46.62,1,0.0554,0,0,0.00668
repo_alpha,service,Java,2025-08-29,com.ocp.service.Class0158,221,8.01,2.46,1,1,0.27,1.0,0.92,1,0,0,7,29,29,1,0,0,1,,46.6,,3,0.1994,0,0,0.00609
repo_gamma,utils,Java,2024-05-23,com.ocp.transport.utils.Class0087,333,7.26,15.3,3,0,1.21,29.2,2.6,1,0,1,8,13,20,1,0,1,3,76.17,60.88,77.35,0,0.0955,0,0,0.00582
repo_beta,core,Java,2025-05-25,com.ocp.core.Class0004,73,4.14,11.62,3,0,0.32,8.2,2.9,1,1,1,5,3,4,0,0,0,0,71.49,46.14,54.44,1,0.1115,0,0,0.05171
repo_alpha,service,Java,2024-12-20,com.ocp.service.Class0158,216,5.87,3.41,5,2,0.0,1.0,0.06,1,0,1,6,27,20,1,39,2,0,55.51,41.13,,0,0.0384,0,0,0.02293
repo_alpha,core,Java,2024-10-18,com.ocp.core.Class0086,37,1.0,5.77,5,2,0.35,11.78,0.0,0,1,0,7,4,0,1,123,0,0,79.2,54.67,17.24,0,0.032,0,0,0.00644
repo_beta,core,Java,2025-11-13,com.ocp.platform.core.Class0094,518,8.85,11.49,5,4,0.0,23.76,0.69,2,2,1,5,38,36,0,100,1,3,71.51,,66.84,1,0.002,0,0,0.00918
repo_beta,data,Java,2025-08-08,com.ocp.platform.data.Class0127,493,8.86,5.1,2,2,0.0,1.0,2.51,0,0,4,1,7,5,0,72,0,1,71.88,44.93,63.9,1,0.0153,0,0,0.00447
repo_gamma,service,Java,2025-04-08,com.ocp.platform.service.Class0199,76,1.89,6.89,3,0,2.15,4.36,0.0,3,1,0,3,3,6,2,20,2,0,,74.49,86.8,0,0.0413,0,0,0.01637
repo_gamma,integration,Java,2025-06-25,com.ocp.transport.integration.Class0193,557,10.03,10.25,4,2,1.62,18.91,0.59,2,3,3,0,20,23,1,165,0,1,68.17,58.26,54.74,2,,0,0,0.00501
repo_gamma,utils,Java,2024-08-03,com.ocp.transport.utils.Class0189,97,1.0,3.97,5,2,0.0,21.31,0.0,0,0,1,4,2,1,0,156,0,0,77.94,76.05,41.53,2,0.0454,0,0,0.02249
repo_alpha,service,Java,2024-06-26,com.ocp.transport.service.Class0019,102,1.0,2.83,4,0,0.0,5.48,1.32,2,0,0,1,5,5,0,38,0,2,68.37,60.85,57.38,0,0.0756,0,0,0.00622
repo_alpha,utils,Java,2025-05-31,com.ocp.utils.Class0108,34,1.0,4.06,3,0,0.04,1.07,0.17,1,1,0,1,3,0,0,26,0,1,73.27,73.29,65.22,2,0.0339,0,0,0.00579
repo_gamma,utils,Java,2024-04-14,com.ocp.utils.Class0192,93,1.0,1.63,1,0,1.18,1.0,0.0,2,2,0,1,2,1,0,116,1,1,73.78,58.81,53.47,2,0.0465,0,0,0.0097
repo_gamma,api,Java,2025-11-03,com.ocp.api.Class0119,133,1.71,3.59,2,1,0.0,1.0,2.52,2,1,1,6,8,5,0,152,2,2,75.85,,46.44,1,0.0476,0,0,0.00841
repo_beta,data,Java,2024-12-24,com.ocp.transport.data.Class0006,86,1.41,1.0,1,0,3.11,7.0,0.0,1,1,0,6,9,11,5,0,0,0,71.33,74.86,51.19,1,0.1884,0,0,0.00525
repo_beta,data,Java,2024-04-01,com.ocp.platform.data.Class0135,88,1.0,1.0,2,0,3.23,18.63,0.0,3,5,2,8,12,7,2,102,1,1,72.62,58.8,56.15,0,0.0075,0,0,0.00849
repo_gamma,data,Java,2025-10-26,com.ocp.platform.data.Class0038,165,3.06,1.0,1,1,6.34,13.95,2.08,1,2,1,1,3,1,0,166,0,2,86.95,85.55,64.26,0,0.2267,0,0,0.00923
repo_alpha,integration,Kotlin,2024-09-23,com.ocp.transport.integration.Class0184,294,4.41,5.94,2,0,0.99,1.0,1.31,2,3,0,8,20,22,3,0,0,1,57.05,43.36,33.73,0,0.0124,1,0,0.07108
repo_beta,data,Java,2024-01-01,com.ocp.transport.data.Class0129,69,2.82,3.14,3,1,0.0,18.59,0.17,2,1,0,8,7,2,0,0,1,1,72.91,63.33,71.91,3,0.1333,0,0,0.006
repo_gamma,service,Java,2024-08-22,com.ocp.quality.service.Class0030,229,3.69,7.07,2,1,0.0,8.44,0.22,2,1,0,1,3,4,1,170,0,1,54.89,48.25,,1,0.2023,0,0,0.00205
repo_beta,core,Java,2024-05-21,com.ocp.core.Class0184,77,1.61,1.0,5,3,0.7,7.01,0.0,0,1,0,3,3,2,0,58,2,2,91.54,91.0,66.13,1,0.0659,0,1,0.00615
repo_beta,service,Java,2025-02-25,com.ocp.quality.service.Class0059,315,4.07,3.15,2,0,1.97,19.85,2.55,3,1,0,4,7,10,0,71,0,0,63.91,41.56,45.27,2,0.0507,0,0,0.00337
repo_alpha,data,Java,2024-10-27,com.ocp.quality.data.Class0036,505,7.65,11.88,4,0,0.0,24.72,1.44,1,3,3,5,30,23,0,164,0,0,,62.93,35.0,1,0.0595,0,0,0.01491
repo_alpha,utils,Java,2025-02-05,com.ocp.platform.utils.Class0087,493,6.58,4.97,2,0,0.0,3.63,0.26,0,1,2,7,64,42,1,103,0,1,75.81,66.74,,0,0.0832,0,0,0.01271
repo_alpha,service,Java,2025-11-20,com.ocp.platform.service.Class0072,231,6.11,4.87,6,1,0.0,8.25,0.0,1,0,0,8,17,17,0,77,0,0,72.13,66.4,60.11,0,0.0458,0,0,0.02466
repo_beta,core,Java,2025-08-13,com.ocp.platform.core.Class0094,411,6.22,5.56,1,0,0.95,21.33,3.29,1,2,1,6,27,27,2,10,0,0,76.68,69.74,,0,0.113,0,0,0.02747
repo_beta,utils,Java,2024-07-05,com.ocp.transport.utils.Class0046,79,3.77,10.87,5,2,2.14,18.29,0.0,0,1,3,2,6,5,0,92,0,0,76.03,65.74,55.82,0,0.0473,0,0,0.00441
repo_alpha,core,Java,2024-12-17,com.ocp.platform.core.Class0206,390,4.73,4.96,1,0,2.28,20.32,0.95,3,2,3,2,41,28,0,26,0,0,65.46,,44.42,1,0.1075,0,0,0.00595
repo_beta,utils,Java,2025-07-02,com.ocp.platform.utils.Class0186,693,8.35,4.86,1,1,0.0,7.34,4.78,0,2,0,2,15,18,1,28,0,0,40.18,35.21,21.33,3,0.2317,0,0,0.0152
repo_gamma,integration,Java,2025-07-26,com.ocp.platform.integration.Class0104,471,6.26,6.48,3,0,1.45,20.91,3.0,0,1,1,2,16,14,0,18,0,2,61.19,61.98,31.36,0,0.1397,0,0,0.01613
repo_alpha,data,Java,2024-10-21,com.ocp.transport.data.Class0212,88,6.8,11.71,6,3,0.0,12.58,1.97,1,1,2,11,2,5,3,14,0,3,68.5,64.46,43.24,0,0.1371,0,0,0.00745
repo_gamma,core,Java,2025-08-16,com.ocp.platform.core.Class0053,61,5.52,8.72,5,2,0.0,15.51,3.59,0,0,2,2,1,1,1,54,0,0,87.7,67.52,,0,0.0581,0,0,0.0065
repo_beta,service,Java,2024-01-26,com.ocp.platform.service.Class0173,272,6.53,10.52,3,0,6.32,18.29,1.44,0,2,1,2,23,18,0,93,1,0,56.58,48.33,47.2,2,0.0302,0,0,0.00571
repo_beta,data,Java,2025-02-26,com.ocp.data.Class0085,159,1.0,4.92,6,1,0.0,15.31,0.0,2,2,0,11,28,12,0,29,1,2,77.69,64.63,64.11,1,0.051,0,0,0.00345
repo_alpha,utils,Java,2024-02-27,com.ocp.quality.utils.Class0061,361,5.51,5.78,4,0,0.0,1.0,2.8,1,0,0,13,46,46,0,117,0,1,74.85,67.64,,2,,0,0,0.01648
repo_gamma,core,Java,2024-03-28,com.ocp.transport.core.Class0021,583,8.55,6.91,2,0,0.51,12.05,1.3,3,1,2,4,25,19,0,137,0,1,74.1,65.02,81.52,2,0.0214,0,0,0.00484
repo_gamma,utils,Java,2025-08-24,com.ocp.quality.utils.Class0215,79,1.0,6.89,4,2,0.0,3.98,0.0,0,2,0,10,11,12,3,0,4,1,87.21,91.22,85.16,0,0.0387,0,0,0.01114
repo_beta,core,Java,2024-01-20,com.ocp.quality.core.Class0138,175,6.03,4.7,3,0,0.61,1.0,0.0,0,1,2,1,5,2,0,92,0,0,62.52,62.11,43.37,0,0.1555,0,0,0.01672
repo_gamma,utils,Java,2025-01-28,com.ocp.platform.utils.Class0005,295,6.8,1.0,4,0,1.41,11.13,0.09,2,1,2,1,6,7,0,125,1,1,,54.26,49.11,2,,0,0,0.00926
repo_beta,service,Java,2024-08-16,com.ocp.platform.service.Class0173,302,5.36,1.0,2,0,0.0,2.53,1.82,1,1,1,8,19,18,2,118,1,2,56.81,38.26,43.36,5,0.0342,0,0,0.00781
repo_beta,core,Java,2025-09-08,com.ocp.quality.core.Class0119,250,3.76,6.32,2,0,0.0,1.0,1.26,1,2,0,5,5,6,1,78,0,0,71.65,68.15,48.0,3,0.3296,0,0,0.01374
repo_alpha,utils,Java,2025-03-01,com.ocp.transport.utils.Class0122,116,1.67,5.98,1,2,0.0,1.0,4.9,1,1,0,2,3,5,0,0,0,0,63.35,58.64,,1,0.0352,0,0,0.0286
repo_gamma,core,Java,2024-06-01,com.ocp.platform.core.Class0138,108,4.96,1.0,2,0,0.0,1.0,0.0,0,0,1,7,7,4,3,13,1,1,76.55,64.59,69.86,1,0.0162,0,0,0.01382
repo_gamma,core,Java,2025-05-27,com.ocp.transport.core.Class0207,97,3.69,5.08,2,0,1.32,2.46,1.66,1,0,0,5,5,4,0,158,1,0,76.52,86.2,,0,0.0307,0,0,0.01175
repo_beta,utils,Java,2024-02-02,com.ocp.quality.utils.Class0132,51,3.64,1.51,2,2,1.19,13.85,0.0,1,0,1,4,1,0,2,55,0,1,,68.4,60.66,1,0.0228,0,0,0.01172
repo_beta,service,Java,2024-10-27,com.ocp.service.Class0057,547,5.15,2.75,3,0,0.0,11.08,6.98,1,0,3,11,52,39,0,90,1,0,,65.73,,0,0.045,0,0,0.01178
repo_alpha,data,Java,2024-05-29,com.ocp.data.Class0183,87,2.83,4.27,5,3,4.52,12.01,1.22,0,1,1,12,9,7,1,10,1,0,81.23,65.71,56.87,0,0.0793,0,0,0.00697
repo_beta,data,Java,2024-11-19,com.ocp.quality.data.Class0124,88,1.0,1.0,3,1,0.31,1.0,0.34,3,2,1,6,4,5,1,103,1,0,73.67,63.78,35.12,0,0.0446,0,0,0.00816
repo_alpha,integration,Java,2025-02-15,com.ocp.quality.integration.Class0202,244,6.71,3.59,3,1,0.0,5.7,1.19,1,1,1,6,20,25,0,61,0,1,58.05,36.17,,2,0.0599,0,0,0.04886
repo_beta,data,Java,2025-10-13,com.ocp.quality.data.Class0103,113,4.53,7.52,6,2,0.0,12.12,0.0,3,2,0,8,11,4,0,153,0,0,79.71,83.7,87.81,0,0.0053,0,0,0.0034
repo_gamma,utils,Java,2024-04-06,com.ocp.platform.utils.Class0100,365,7.45,13.63,6,2,4.68,33.29,2.7,0,0,2,6,17,4,0,93,2,1,55.56,46.32,,0,0.0909,0,0,0.044
repo_gamma,utils,Java,2025-03-01,com.ocp.utils.Class0042,177,5.0,2.25,2,0,1.64,1.0,0.0,2,0,0,0,4,4,1,13,0,1,70.55,59.0,43.99,0,0.0229,0,0,0.01223
repo_beta,core,Java,2024-03-29,com.ocp.quality.core.Class0015,412,7.35,13.62,6,1,0.0,13.49,1.08,1,0,3,1,14,11,0,160,0,0,75.37,,47.13,0,0.0619,0,1,0.01271
repo_gamma,api,Java,2024-09-08,com.ocp.api.Class0119,123,1.74,3.9,6,1,0.0,22.41,0.34,2,0,1,3,7,3,0,157,0,0,71.25,,,2,0.0196,0,0,0.01328
repo_gamma,core,Java,2024-08-23,com.ocp.transport.core.Class0021,620,9.22,6.31,5,1,2.86,21.79,2.55,1,1,0,1,27,26,0,162,0,0,,56.32,32.64,0,0.0187,0,0,0.01915
repo_gamma,service,Java,2024-07-21,com.ocp.service.Class0032,128,4.21,2.82,6,1,1.51,1.0,3.73,1,0,3,7,7,6,2,101,4,2,75.63,72.27,,3,0.2835,0,0,0.01541
repo_alpha,integration,Java,2024-05-07,com.ocp.platform.integration.Class0172,428,5.03,5.27,5,2,5.26,19.2,2.13,0,0,2,2,14,9,0,164,0,0,59.16,,30.21,2,0.0091,0,0,0.04231
repo_beta,data,Java,2025-07-22,com.ocp.platform.data.Class0009,422,7.22,11.21,2,2,1.56,9.34,4.89,1,1,5,3,32,31,0,67,0,0,83.31,76.67,66.6,0,0.0954,0,0,0.01553
repo_beta,data,Java,2024-03-12,com.ocp.quality.data.Class0212,120,3.17,5.92,3,0,0.0,9.65,3.66,3,0,2,6,3,4,0,8,2,5,75.29,60.7,85.48,3,0.0394,0,0,0.00346
repo_gamma,core,Java,2024-02-19,com.ocp.platform.core.Class0202,104,2.87,1.0,4,0,5.35,10.37,3.75,0,2,0,5,6,5,1,1,0,0,68.59,,,0,0.096,0,0,0.01601
repo_gamma,api,Kotlin,2025-05-26,com.ocp.platform.api.Class0057,111,6.36,11.53,5,1,1.57,2.29,0.0,2,2,2,4,6,4,0,26,1,1,75.14,64.29,47.91,0,0.0343,0,0,0.00457
repo_gamma,service,Java,2025-05-07,com.ocp.service.Class0118,69,5.63,4.58,4,0,3.77,24.7,0.0,1,0,0,4,3,1,0,141,1,1,78.48,81.41,,0,0.0947,0,0,0.01127
repo_gamma,data,Java,2024-10-17,com.ocp.transport.data.Class0072,163,4.87,3.26,2,1,4.78,1.0,0.0,0,1,1,9,28,15,0,70,1,0,81.74,69.51,56.42,2,0.1192,0,0,0.00649
repo_gamma,service,Java,2025-02-11,com.ocp.service.Class0209,787,10.04,6.8,5,2,1.73,11.62,2.44,3,3,1,3,24,19,0,99,0,0,53.32,39.53,13.64,2,0.1604,0,0,0.03084
repo_alpha,core,Java,2024-11-09,com.ocp.core.Class0130,108,2.63,5.29,1,0,4.79,20.41,0.0,3,2,2,2,8,6,0,31,1,0,68.18,62.1,38.87,0,0.2632,0,0,0.03515
repo_alpha,utils,Java,2025-09-10,com.ocp.platform.utils.Class0070,203,6.69,7.08,1,1,0.0,1.0,0.0,1,2,1,1,10,7,0,135,0,0,,72.41,30.22,1,0.1035,0,0,0.0145
repo_beta,utils,Java,2024-08-27,com.ocp.utils.Class0187,216,8.5,8.98,4,0,2.52,24.52,0.13,2,1,1,4,7,5,1,166,2,1,48.61,46.34,5.78,3,0.2576,1,1,0.0122
repo_beta,service,Java,2024-05-01,com.ocp.platform.service.Class0173,296,7.47,8.14,1,1,2.66,12.45,4.93,5,3,4,4,22,19,0,32,0,1,55.53,51.55,39.38,0,0.0209,0,0,0.01643
repo_beta,integration,Java,2024-06-11,com.ocp.integration.Class0136,391,5.9,7.96,5,1,3.26,16.61,3.36,3,1,2,6,44,26,2,151,0,0,,63.88,53.54,1,0.1181,0,0,0.01403
repo_beta,service,Java,2024-06-19,com.ocp.quality.service.Class0176,331,7.32,4.75,1,0,4.06,10.25,0.0,3,1,4,7,40,25,2,25,1,2,71.93,57.73,54.78,1,0.0081,0,0,0.01056
